user_id,gender,dob,location,device_type,preferred_language,signup_date,registration_status,loyalty_program_member,account_status,acquisition_channel
U1249,female,1988-11-11,Lake Joanneberg,tablet,Spanish,2025-05-18 00:52:32,registered,no,suspended,referral
U1250,male,1963-07-22,Elizabethchester,mobile,German,2025-04-08 15:53:11,registered,no,inactive,referral
U1251,male,2004-10-01,Parrishton,desktop,French,2025-03-26 20:27:00,pending,no,inactive,paid
U1252,male,2000-05-01,Michaelshire,mobile,Spanish,2025-05-08 12:42:49,guest,yes,active,referral
U1253,male,1973-12-13,Lake Timothy,mobile,Spanish,2025-02-20 00:20:03,guest,yes,active,paid
U1254,male,1983-04-20,Dannyview,tablet,German,2025-05-21 11:29:59,guest,no,active,email
U1255,female,1974-11-12,Bruceside,desktop,Spanish,2025-02-04 02:21:06,registered,yes,suspended,paid
U1256,male,2000-11-30,Anthonyview,desktop,German,2025-03-30 23:58:22,registered,yes,inactive,paid
U1257,female,1982-08-07,Adamberg,desktop,German,2025-05-19 23:14:51,pending,yes,suspended,paid
U1258,female,2004-03-16,Jonestown,tablet,German,2025-02-16 19:37:18,guest,yes,active,paid
U1259,female,1995-07-29,South Robert,tablet,English,2025-04-06 04:41:25,pending,no,active,referral
U1260,male,1970-03-09,Larrymouth,desktop,English,2025-05-20 05:10:39,guest,yes,inactive,email
U1261,female,2000-01-18,North Ericton,mobile,Spanish,2025-02-14 20:11:50,guest,yes,suspended,social
U1262,female,1977-12-28,Stanleyfort,desktop,German,2025-05-27 21:10:45,guest,no,inactive,organic
U1263,female,1989-07-22,Nelsonhaven,mobile,French,2025-02-21 02:25:40,pending,no,inactive,organic
U1264,female,1982-12-18,Rodriguezshire,tablet,English,2025-05-04 11:52:22,registered,no,suspended,paid
U1265,female,1995-05-02,Brandonfurt,desktop,Spanish,2025-05-26 09:03:24,registered,yes,suspended,social
U1266,female,1963-03-15,East Kevinborough,tablet,Spanish,2025-02-25 15:33:37,guest,yes,suspended,email
U1267,male,1976-11-10,Marktown,desktop,English,2025-05-06 13:59:01,pending,no,active,social
U1268,male,1988-10-11,East Omar,mobile,French,2025-03-15 16:23:37,guest,yes,inactive,paid
U1269,male,1993-07-08,Charleston,mobile,German,2025-04-24 16:55:50,registered,no,active,email
U1270,male,1960-09-30,Morsemouth,mobile,German,2025-05-21 19:13:55,registered,no,inactive,social
U1271,male,1988-09-07,Mckinneychester,desktop,Spanish,2025-03-27 05:14:19,registered,no,active,social
U1272,female,1967-04-24,Smithmouth,mobile,French,2025-03-04 08:59:13,pending,yes,inactive,social
U1273,female,2001-07-15,Collierstad,mobile,Spanish,2025-02-16 02:42:54,pending,no,active,referral
U1274,female,1989-03-11,East Ryanfurt,mobile,Spanish,2025-05-11 17:50:32,registered,no,inactive,organic
U1275,female,1964-10-28,Harrellmouth,tablet,French,2025-03-14 00:36:02,pending,yes,active,paid
U1276,female,1982-02-20,North William,tablet,French,2025-02-21 03:24:09,pending,yes,active,paid
U1277,male,1995-08-01,Port Michael,mobile,English,2025-02-27 16:17:04,registered,no,active,social
U1278,female,1975-07-21,East Jonathanburgh,mobile,French,2025-05-26 23:22:57,pending,no,suspended,referral
U1279,female,1969-11-16,East Stephaniefort,mobile,German,2025-04-30 02:10:40,guest,no,active,referral
U1280,female,1997-11-01,Maldonadoshire,tablet,French,2025-04-02 18:15:34,guest,yes,active,organic
U1281,male,2002-02-26,Edwardland,desktop,English,2025-05-01 01:19:50,guest,yes,inactive,email
U1282,female,1989-07-26,Laurashire,desktop,Spanish,2025-02-09 21:46:51,pending,yes,active,referral
U1283,female,1983-06-04,West Steventon,tablet,Spanish,2025-02-10 01:07:36,registered,yes,inactive,referral
U1284,male,1984-07-26,Chaseland,tablet,English,2025-05-29 10:08:48,pending,no,inactive,organic
U1285,female,1999-11-25,Fordside,tablet,English,2025-02-06 23:10:46,guest,yes,inactive,organic
U1286,female,1990-01-29,West Cassidy,tablet,German,2025-05-07 08:32:27,pending,yes,inactive,organic
U1287,female,1969-09-27,South Dalemouth,tablet,English,2025-02-15 09:00:08,registered,no,suspended,email
U1288,female,1993-10-22,North John,desktop,Spanish,2025-04-25 00:06:05,pending,no,suspended,referral
U1289,female,1989-05-17,West Nathan,mobile,German,2025-03-25 22:22:46,guest,no,suspended,organic
U1290,male,1985-11-02,Schroederton,tablet,English,2025-04-04 23:34:44,guest,no,suspended,social
U1291,female,1963-12-17,Codyfurt,mobile,Spanish,2025-03-26 04:13:15,pending,yes,active,email
U1292,female,1976-08-15,West Christopher,tablet,English,2025-02-26 11:06:14,guest,yes,inactive,referral
U1293,male,1983-04-12,Tammyfurt,desktop,German,2025-02-24 00:57:29,registered,no,suspended,organic
U1294,female,1999-12-19,West Angelicamouth,desktop,Spanish,2025-02-23 19:33:43,guest,yes,active,referral
U1295,male,2005-01-27,Lake Ellenhaven,tablet,German,2025-04-10 06:14:28,guest,no,inactive,referral
U1296,female,1960-09-18,Kyleborough,tablet,German,2025-04-06 08:35:17,registered,yes,inactive,referral
U1297,male,1992-07-25,East Zoe,desktop,Spanish,2025-03-01 02:05:48,guest,yes,active,referral
U1298,female,1964-09-21,Meganville,tablet,English,2025-05-08 14:00:19,guest,yes,inactive,organic
U1299,female,1996-03-16,Lake Matthewberg,desktop,Spanish,2025-05-25 23:22:12,registered,yes,suspended,referral
U1300,male,1985-02-09,East Henry,tablet,Spanish,2025-03-03 03:28:06,guest,yes,active,email
U1301,female,1989-04-04,South Michaelbury,tablet,French,2025-04-26 06:06:57,pending,no,suspended,paid
U1302,male,2001-01-09,Karenmouth,mobile,German,2025-03-16 10:31:57,registered,no,inactive,organic
U1303,female,1995-10-24,West Tammy,mobile,German,2025-05-01 01:46:16,registered,yes,suspended,email
U1304,male,1972-09-04,Erikashire,mobile,Spanish,2025-04-25 13:19:57,registered,yes,suspended,paid
U1305,female,1990-11-22,Kimberlyhaven,tablet,Spanish,2025-05-12 10:08:26,guest,no,inactive,social
U1306,female,1987-12-18,Port James,tablet,French,2025-05-27 09:56:09,pending,yes,active,paid
U1307,female,1968-11-21,Brettfort,mobile,English,2025-04-12 01:58:25,pending,yes,suspended,organic
U1308,female,1997-03-18,Lake Meghanville,mobile,Spanish,2025-03-26 08:29:23,pending,no,inactive,email
U1309,female,1965-03-07,West Shannon,mobile,English,2025-05-09 16:23:49,pending,yes,suspended,social
U1310,female,1969-07-02,Davisbury,desktop,French,2025-04-27 14:24:31,pending,no,active,social
U1311,male,1983-04-06,South Brianhaven,mobile,French,2025-04-12 14:47:12,registered,no,active,paid
U1312,female,1975-07-09,Vangstad,tablet,French,2025-03-14 14:25:35,guest,yes,inactive,referral
U1313,male,1961-05-23,Sarahmouth,desktop,German,2025-02-27 08:38:20,guest,yes,suspended,social
U1314,female,1968-11-02,West Samanthafort,desktop,English,2025-02-25 22:49:14,registered,yes,inactive,email
U1315,female,1991-05-25,Gilbertland,desktop,French,2025-02-02 16:33:52,guest,yes,active,paid
U1316,female,1976-11-21,Port Edward,tablet,German,2025-05-28 05:35:12,pending,yes,suspended,paid
U1317,female,1995-05-22,Rodriguezport,desktop,Spanish,2025-03-17 03:29:01,pending,no,active,referral
U1318,female,1979-12-20,North Johnmouth,mobile,Spanish,2025-02-11 04:42:09,registered,no,active,organic
U1319,female,1967-01-07,Carlsontown,mobile,German,2025-05-10 01:49:29,guest,yes,active,organic
U1320,female,1998-08-09,Lake Douglas,tablet,German,2025-04-23 08:23:53,pending,yes,suspended,referral
U1321,female,1959-07-31,Johnchester,tablet,French,2025-03-07 08:56:45,pending,yes,suspended,email
U1322,female,2004-09-07,New Theresaland,tablet,English,2025-05-12 03:36:52,registered,no,active,organic
U1323,male,1996-07-01,South Morganton,mobile,German,2025-04-15 02:59:51,guest,yes,suspended,email
U1324,male,1984-11-16,Juliestad,desktop,English,2025-02-12 02:51:01,guest,yes,suspended,email
U1325,female,1982-12-09,Lake Diane,mobile,English,2025-02-19 03:06:31,guest,no,inactive,paid
U1326,female,1999-01-27,Dennisstad,mobile,German,2025-05-16 00:36:30,pending,yes,suspended,organic
U1327,female,1982-07-06,Port Kimberly,mobile,German,2025-04-30 05:17:58,pending,yes,active,referral
U1328,male,2006-10-17,Welchberg,tablet,English,2025-02-11 06:04:11,pending,yes,suspended,paid
U1329,female,1990-08-14,West Jamesborough,tablet,English,2025-02-07 03:17:45,guest,yes,inactive,organic
U1330,female,1980-12-13,Zacharyside,mobile,French,2025-05-01 22:12:10,registered,yes,active,social
U1331,female,1976-09-17,Port Deborahport,desktop,French,2025-04-09 07:37:12,pending,no,suspended,paid
U1332,female,1962-09-23,Joshuastad,desktop,Spanish,2025-04-24 20:20:27,guest,yes,active,organic
U1333,female,1986-09-11,Klinefurt,mobile,German,2025-04-05 20:01:30,pending,no,inactive,email
U1334,female,1972-03-09,Holtstad,tablet,Spanish,2025-05-10 20:00:03,registered,no,active,referral
U1335,male,1977-08-16,Lake Rogerchester,tablet,Spanish,2025-05-26 23:38:09,pending,yes,suspended,organic
U1336,female,1971-10-03,Manuelland,mobile,English,2025-04-03 16:13:03,pending,yes,active,social
U1337,male,2004-06-13,Kirkchester,mobile,Spanish,2025-03-03 08:37:15,pending,no,active,social
U1338,male,2006-05-31,Bellton,mobile,German,2025-04-08 11:02:43,guest,no,inactive,referral
U1339,male,2001-04-25,Hillton,mobile,French,2025-02-13 13:43:01,pending,yes,active,referral
U1340,female,2005-02-23,Coxburgh,desktop,English,2025-02-05 01:07:32,guest,no,inactive,email
U1341,female,1969-03-10,Johnsonland,desktop,Spanish,2025-03-16 19:49:05,guest,yes,active,paid
U1342,male,2003-05-18,Michaelshire,tablet,English,2025-02-05 06:55:35,pending,yes,active,social
U1343,female,2000-08-25,Lake Shannon,desktop,Spanish,2025-04-12 00:49:11,guest,no,inactive,referral
U1344,female,1984-10-15,Hinesshire,mobile,English,2025-02-25 17:42:20,guest,no,inactive,referral
U1345,female,1995-07-03,Raymondview,mobile,Spanish,2025-03-19 11:16:28,registered,yes,active,email
U1346,female,1967-03-12,Lake Jacobhaven,mobile,French,2025-04-15 03:29:30,pending,yes,inactive,email
U1347,male,1997-09-11,West Kimberlymouth,mobile,German,2025-03-12 15:58:14,guest,no,active,email
U1348,other,2001-02-10,Heatherfort,mobile,Spanish,2025-03-09 20:53:55,guest,no,active,organic
U1349,male,1967-10-27,Port Charles,mobile,French,2025-03-04 12:38:13,guest,yes,inactive,email
U1350,female,1989-10-06,Port Evelynmouth,mobile,French,2025-04-07 11:07:09,guest,no,suspended,social
U1351,male,1963-11-23,Patriciaburgh,mobile,Spanish,2025-03-04 19:19:22,guest,yes,active,referral
U1352,female,1984-01-27,North Tracie,mobile,Spanish,2025-02-25 23:12:47,pending,no,active,organic
U1353,female,1975-08-02,Johnsonside,desktop,English,2025-05-21 03:00:21,registered,yes,inactive,social
U1354,male,1984-07-30,Laraside,mobile,French,2025-02-24 04:46:39,pending,yes,inactive,social
U1355,male,2001-02-12,North Kylefort,mobile,English,2025-05-12 01:55:09,pending,yes,active,referral
U1356,male,1987-06-06,Morrowland,desktop,French,2025-02-23 08:03:54,registered,no,inactive,organic
U1357,female,1981-01-17,South Stevenhaven,mobile,French,2025-04-06 21:33:18,pending,no,active,organic
U1358,female,1968-03-16,Port Tammy,mobile,English,2025-04-24 00:08:50,registered,no,active,paid
U1359,female,1993-09-10,Port Davidberg,mobile,French,2025-03-30 01:19:23,guest,no,active,social
U1360,male,1970-09-05,West Sarah,mobile,French,2025-03-14 18:46:03,pending,yes,suspended,email
U1361,female,1983-01-08,Meghanview,tablet,German,2025-03-09 02:49:59,guest,yes,suspended,social
U1362,female,2002-09-09,Davidport,desktop,French,2025-05-29 07:26:35,registered,no,suspended,referral
U1363,male,1995-10-11,New Danielleshire,desktop,English,2025-05-22 18:00:31,registered,yes,suspended,email
U1364,female,1969-12-19,Lake Claudia,mobile,French,2025-05-27 12:09:06,registered,yes,active,paid
U1365,male,1982-06-13,Port Michelleland,mobile,French,2025-02-07 19:52:02,guest,no,active,social
U1366,female,2003-02-15,Debrashire,desktop,German,2025-04-20 21:26:06,guest,no,active,referral
U1367,male,2001-07-15,South Pamelaside,desktop,English,2025-03-27 05:58:03,guest,no,suspended,paid
U1368,male,2003-02-26,Timothyfurt,mobile,French,2025-03-28 18:08:32,guest,yes,inactive,social
U1369,male,1990-05-03,Lake Brianmouth,desktop,French,2025-04-20 16:56:15,pending,no,inactive,paid
U1370,female,1992-06-05,Harrisberg,tablet,Spanish,2025-03-31 16:44:24,registered,no,suspended,paid
U1371,male,1981-03-15,Theresaberg,mobile,French,2025-04-11 22:50:32,registered,no,active,social
U1372,female,1994-07-08,West Johnville,tablet,Spanish,2025-03-22 22:30:30,pending,yes,suspended,email
U1373,male,1990-01-25,East Colin,tablet,English,2025-03-27 08:29:09,pending,yes,suspended,referral
U1374,male,1985-08-13,Wrightburgh,desktop,German,2025-04-03 13:57:41,pending,yes,inactive,social
U1375,female,1998-10-14,Jamesburgh,tablet,French,2025-05-06 18:05:08,pending,yes,active,paid
U1376,female,1994-07-02,Jimenezport,tablet,French,2025-05-06 13:54:48,guest,no,active,social
U1377,female,1961-01-19,South Williambury,mobile,English,2025-03-12 18:38:44,pending,yes,active,email
U1378,female,1999-03-04,Brandonport,tablet,German,2025-05-06 02:22:26,registered,yes,active,email
U1379,female,2000-02-19,Mitchelltown,mobile,French,2025-02-19 20:58:21,pending,no,suspended,email
U1380,female,1988-10-18,West Jessica,mobile,French,2025-04-18 07:18:00,guest,yes,suspended,paid
U1381,male,1984-05-17,South Brettside,mobile,Spanish,2025-03-08 19:09:34,pending,no,suspended,paid
U1382,male,1984-02-22,Charleshaven,tablet,French,2025-04-27 10:48:12,pending,no,suspended,social
U1383,female,1996-11-21,Marciaville,mobile,German,2025-02-23 23:36:53,guest,yes,suspended,referral
U1384,female,1966-01-20,Brooksmouth,mobile,French,2025-05-18 07:41:05,pending,yes,suspended,email
U1385,male,1984-05-09,East Carrie,desktop,English,2025-04-17 22:35:57,registered,yes,suspended,email
U1386,female,1993-07-03,North Benjaminmouth,mobile,German,2025-05-01 23:48:27,registered,no,inactive,organic
U1387,female,1994-10-25,Hernandezhaven,mobile,German,2025-02-26 03:25:35,pending,yes,active,social
U1388,male,1981-10-16,Franciscoport,mobile,Spanish,2025-05-25 06:57:26,registered,no,active,organic
U1389,female,1982-05-13,Ericksonport,mobile,German,2025-05-02 05:09:35,registered,yes,inactive,paid
U1390,male,1960-08-09,Markville,tablet,English,2025-04-20 21:13:06,pending,yes,active,referral
U1391,male,1999-03-12,Lauratown,mobile,Spanish,2025-05-25 21:48:01,guest,no,suspended,organic
U1392,female,1991-10-09,Tammyshire,desktop,French,2025-05-22 03:58:17,guest,yes,inactive,email
U1393,female,1974-12-16,New Timothyhaven,desktop,French,2025-05-30 08:10:41,registered,no,inactive,referral
U1394,male,1985-05-06,Port Erin,tablet,German,2025-02-05 03:07:45,guest,no,active,referral
U1395,male,1998-06-09,East Andrewmouth,mobile,Spanish,2025-04-21 07:39:27,registered,no,inactive,email
U1396,male,1969-10-11,Vaughnchester,mobile,German,2025-05-07 10:38:54,pending,yes,inactive,email
U1397,female,2001-01-31,Salaston,mobile,Spanish,2025-02-25 19:30:39,pending,yes,suspended,email
U1398,female,1994-10-08,New Mark,desktop,German,2025-05-02 21:22:13,pending,yes,active,paid
U1399,female,1995-03-26,Edwardsburgh,desktop,German,2025-04-29 06:11:14,registered,yes,suspended,paid
U1400,female,1995-10-02,Amyview,mobile,Spanish,2025-05-28 11:09:46,pending,yes,suspended,paid
U1401,female,1992-06-03,East Joshua,desktop,Spanish,2025-03-28 23:06:24,guest,no,suspended,organic
U1402,male,1974-10-11,Kellieborough,desktop,Spanish,2025-05-04 22:55:10,pending,yes,suspended,organic
U1403,male,1981-01-18,Baileyview,desktop,German,2025-03-26 21:11:44,registered,no,suspended,social
U1404,female,1967-10-08,Huangfurt,tablet,English,2025-04-07 00:26:38,registered,no,inactive,social
U1405,female,1969-06-10,Bobbyland,tablet,German,2025-04-07 06:10:15,pending,no,active,email
U1406,female,1989-07-30,Julieborough,mobile,English,2025-03-10 05:42:18,guest,yes,inactive,organic
U1407,male,1996-02-15,Sarahview,tablet,French,2025-02-25 15:44:18,guest,yes,active,organic
U1408,male,1966-11-27,East Brent,tablet,German,2025-05-13 02:49:57,registered,yes,suspended,social
U1409,female,1974-10-31,North Craig,tablet,Spanish,2025-04-04 03:16:47,guest,no,suspended,paid
U1410,female,1991-08-15,Lake Kellitown,mobile,English,2025-05-16 20:49:43,registered,no,active,social
U1411,male,1970-03-22,Delgadofort,mobile,German,2025-05-02 17:04:16,guest,no,inactive,paid
U1412,male,2003-09-29,Port Tamara,desktop,Spanish,2025-04-02 08:44:59,registered,yes,inactive,referral
U1413,female,1978-11-24,Port Christophershire,desktop,English,2025-03-16 02:13:28,pending,yes,inactive,social
U1414,female,1995-11-22,East Robertburgh,mobile,French,2025-02-06 01:21:21,registered,yes,inactive,email
U1415,male,1986-06-28,Lopezport,mobile,French,2025-02-06 06:36:18,registered,yes,active,organic
U1416,female,1960-02-08,Ashleyville,mobile,English,2025-04-05 01:24:33,registered,yes,active,email
U1417,female,1978-11-02,Haysside,mobile,English,2025-05-11 19:30:05,guest,yes,inactive,email
U1418,male,1993-01-31,Port William,mobile,Spanish,2025-03-23 23:30:46,guest,no,active,paid
U1419,male,1972-08-05,West Franciscomouth,tablet,French,2025-03-20 22:56:28,registered,no,active,organic
U1420,female,1972-02-23,Lake Matthewport,tablet,Spanish,2025-05-20 06:03:08,guest,no,suspended,email
U1421,male,2005-05-14,East Cheryl,mobile,English,2025-04-18 17:43:19,guest,yes,active,paid
U1422,female,1988-07-30,Christopherville,tablet,German,2025-03-06 21:08:34,registered,no,active,social
U1423,female,1969-01-15,Morrisbury,tablet,Spanish,2025-01-31 07:49:50,guest,yes,suspended,organic
U1424,male,1977-03-21,Youngview,tablet,English,2025-04-04 00:09:54,pending,yes,suspended,email
U1425,female,1980-01-08,West Desireebury,desktop,English,2025-02-11 01:31:13,registered,no,inactive,email
U1426,male,2004-11-30,South Kurtfurt,mobile,French,2025-05-07 13:54:54,guest,no,suspended,organic
U1427,male,2007-05-09,Hannahport,mobile,Spanish,2025-04-11 08:52:43,pending,no,active,email
U1428,female,2001-04-19,East Susan,desktop,German,2025-05-02 20:29:21,guest,no,active,email
U1429,female,1969-11-24,Adkinsstad,tablet,Spanish,2025-04-20 17:58:51,pending,yes,inactive,referral
U1430,female,2007-03-29,Toddborough,mobile,German,2025-03-19 01:16:20,pending,yes,active,social
U1431,female,2005-10-08,New Seanstad,tablet,German,2025-02-14 03:59:06,pending,no,suspended,social
U1432,female,1997-11-12,North Mariahaven,desktop,Spanish,2025-03-10 06:07:07,pending,yes,active,organic
U1433,female,1998-06-12,East Mark,mobile,German,2025-05-11 00:58:02,registered,no,suspended,organic
U1434,female,1989-07-17,Lake Jamieshire,desktop,French,2025-05-04 22:06:12,guest,yes,active,email
U1435,female,1965-08-30,Stokesmouth,mobile,Spanish,2025-02-24 14:54:18,registered,no,active,referral
U1436,male,1994-05-26,Bryantton,tablet,French,2025-05-18 12:11:01,registered,yes,suspended,organic
U1437,female,1990-12-09,Jenniferfurt,tablet,German,2025-03-20 09:51:23,registered,yes,active,social
U1438,male,1959-09-05,New Charles,desktop,German,2025-04-22 06:34:22,pending,yes,inactive,email
U1439,male,1982-12-02,New Virginialand,tablet,German,2025-05-01 16:00:40,registered,yes,inactive,email
U1440,male,1961-08-19,Robertberg,desktop,Spanish,2025-04-21 15:01:43,registered,yes,suspended,paid
U1441,male,1984-12-15,Westfurt,desktop,Spanish,2025-04-12 22:38:06,guest,no,suspended,email
U1442,male,1964-12-07,Lake Michelle,mobile,French,2025-02-22 00:52:14,pending,yes,inactive,email
U1443,male,1971-08-14,Ricebury,desktop,French,2025-01-30 16:11:12,registered,no,inactive,referral
U1444,male,1961-01-08,Stevenside,desktop,French,2025-04-22 08:34:47,pending,yes,active,paid
U1445,male,1995-09-03,Morrowbury,desktop,German,2025-04-29 10:40:09,registered,no,active,organic
U1446,female,1983-01-11,West Jacob,mobile,English,2025-02-20 21:53:38,registered,no,inactive,referral
U1447,female,1961-08-31,Mendeztown,mobile,Spanish,2025-03-17 17:35:10,registered,yes,active,paid
U1448,male,1973-07-01,North Brittneymouth,desktop,English,2025-05-26 01:52:46,guest,no,suspended,referral
U1449,female,2005-03-16,East Joyfurt,tablet,German,2025-04-25 05:42:53,guest,yes,inactive,email
U1450,female,1975-06-03,Port Michelle,tablet,French,2025-02-09 23:02:53,pending,yes,suspended,referral
U1451,female,1969-01-04,Jimshire,desktop,English,2025-04-01 22:11:56,guest,no,active,email
U1452,female,1998-10-09,Joelberg,mobile,Spanish,2025-05-11 05:12:21,registered,no,active,social
U1453,female,1974-07-08,Turnerton,desktop,French,2025-05-18 02:29:40,pending,no,active,referral
U1454,female,1999-09-26,Lake Erika,desktop,English,2025-05-17 22:27:06,pending,no,suspended,organic
U1455,female,1993-03-14,West Shellyfurt,mobile,English,2025-05-11 20:10:30,pending,yes,active,social
U1456,male,1981-03-01,Russellport,mobile,Spanish,2025-04-13 02:25:53,guest,no,suspended,email
U1457,female,1971-12-27,Allenbury,desktop,French,2025-03-29 09:31:59,pending,yes,suspended,paid
U1458,female,1969-04-18,Melendezside,mobile,English,2025-04-20 03:12:59,registered,no,inactive,referral
U1459,female,1987-10-26,South John,tablet,Spanish,2025-03-10 11:37:04,guest,yes,inactive,organic
U1460,female,1981-12-12,South Melanieland,tablet,French,2025-05-14 00:14:33,pending,yes,active,organic
U1461,female,1972-06-08,West Nicholaston,mobile,English,2025-02-13 03:11:58,pending,no,inactive,email
U1462,male,1972-04-11,South Jason,desktop,Spanish,2025-04-04 15:43:34,registered,no,suspended,referral
U1463,female,1980-02-08,East Sharonville,tablet,German,2025-05-02 23:55:58,guest,no,inactive,referral
U1464,female,1975-12-25,South Rose,tablet,French,2025-05-17 04:52:33,guest,yes,suspended,email
U1465,male,1981-05-11,Oscarside,desktop,French,2025-04-09 18:16:15,guest,yes,inactive,social
U1466,female,1980-06-17,Michaelfort,tablet,English,2025-04-30 11:44:10,registered,no,active,referral
U1467,male,1966-03-08,Gillmouth,mobile,Spanish,2025-03-10 10:38:33,pending,no,inactive,paid
U1468,female,1984-09-12,Robertshire,mobile,French,2025-03-13 23:12:43,registered,yes,inactive,social
U1469,female,1969-05-27,West Angelashire,mobile,English,2025-05-22 11:00:05,guest,yes,active,social
U1470,female,1987-11-21,Elijahmouth,mobile,Spanish,2025-03-15 15:57:52,guest,yes,inactive,referral
U1471,male,1985-04-27,South Andrea,desktop,German,2025-04-05 13:09:48,registered,no,suspended,email
U1472,female,1976-12-25,Levyfort,desktop,Spanish,2025-04-29 11:37:07,guest,yes,suspended,email
U1473,male,1970-12-03,Garyside,tablet,German,2025-05-04 19:43:08,registered,yes,active,email
U1474,female,1971-12-31,New Arthurland,desktop,English,2025-02-08 10:05:36,guest,no,suspended,organic
U1475,male,1959-11-28,Taylorbury,tablet,French,2025-02-12 04:45:12,registered,no,suspended,email
U1476,female,1969-10-01,East Williamstad,mobile,French,2025-02-10 17:43:04,pending,yes,inactive,email
U1477,other,2001-07-08,Hopkinstown,desktop,German,2025-01-31 06:48:56,registered,yes,suspended,referral
U1478,male,1995-09-10,Smithhaven,desktop,German,2025-03-24 08:23:04,guest,yes,suspended,organic
U1479,male,1995-12-06,Andrechester,desktop,Spanish,2025-03-05 19:26:38,registered,yes,active,organic
U1480,female,1966-10-03,New Eduardoborough,desktop,Spanish,2025-05-30 08:23:17,registered,no,active,social
U1481,female,1995-04-20,Lisaview,mobile,French,2025-04-17 01:40:17,guest,no,suspended,referral
U1482,male,1964-11-07,Susanmouth,mobile,French,2025-05-19 17:06:03,registered,yes,active,referral
U1483,female,1976-01-09,West Gabriella,tablet,German,2025-02-14 15:42:07,registered,yes,suspended,email
U1484,female,2003-12-17,North Richardfurt,desktop,French,2025-05-17 07:46:31,guest,no,inactive,paid
U1485,male,1991-11-13,Lake Albertburgh,tablet,English,2025-02-15 01:20:42,registered,no,inactive,email
U1486,female,1993-06-28,Newmanmouth,mobile,Spanish,2025-05-19 21:04:58,registered,no,active,referral
U1487,female,1965-12-18,East Jasonshire,mobile,German,2025-05-02 07:59:31,registered,yes,suspended,organic
U1488,female,1977-12-03,North Gabrielleview,tablet,English,2025-05-15 10:42:23,registered,yes,inactive,email
U1489,female,1997-10-27,East Sarahmouth,tablet,English,2025-02-02 00:58:19,pending,yes,active,referral
U1490,other,1973-07-27,Port Lori,desktop,German,2025-04-17 08:11:38,registered,yes,suspended,organic
U1491,female,1964-09-16,Franciscobury,tablet,Spanish,2025-05-20 00:59:39,pending,yes,inactive,organic
U1492,female,1985-12-15,Patrickberg,tablet,English,2025-02-14 05:29:58,guest,no,active,paid
U1493,male,1993-07-21,Brianchester,desktop,Spanish,2025-03-16 01:52:10,guest,yes,suspended,paid
U1494,female,1964-08-24,Cassiefurt,mobile,English,2025-04-03 09:01:31,guest,yes,suspended,social
U1495,male,1961-06-28,Kristenmouth,mobile,English,2025-05-05 06:22:40,registered,no,suspended,social
U1496,male,1974-12-31,Angelafurt,desktop,French,2025-04-23 20:33:26,pending,no,active,paid
U1497,female,1972-02-11,Millerport,tablet,German,2025-03-18 20:32:21,registered,yes,inactive,social
U1498,female,1964-06-23,West Ericberg,desktop,German,2025-04-15 15:46:12,guest,no,suspended,email
U1499,female,1981-01-09,Danieltown,tablet,English,2025-03-30 20:37:49,guest,no,active,paid
