user_id,gender,dob,location,device_type,preferred_language,signup_date,registration_status,loyalty_program_member,account_status,acquisition_channel
U1500,male,1989-09-26,Kathleenville,desktop,English,2025-02-24 17:31:38,pending,yes,suspended,social
U1501,male,1965-05-31,South Shane,tablet,French,2025-05-17 17:16:32,registered,yes,suspended,social
U1502,male,1994-05-06,Garcialand,desktop,Spanish,2025-04-08 17:21:36,registered,yes,inactive,paid
U1503,male,1997-03-10,New Carlymouth,desktop,Spanish,2025-04-14 19:20:19,pending,no,inactive,referral
U1504,female,1960-04-24,Robertland,mobile,French,2025-05-18 15:37:45,pending,yes,active,referral
U1505,male,1975-12-29,Lake Oscar,tablet,French,2025-02-25 23:02:29,pending,yes,suspended,paid
U1506,female,1977-10-10,Josephberg,mobile,Spanish,2025-02-11 06:50:46,guest,no,suspended,paid
U1507,female,1970-11-07,Hillport,mobile,Spanish,2025-05-04 00:40:53,guest,yes,active,organic
U1508,female,1964-09-15,Johnathanbury,mobile,French,2025-05-06 06:36:24,pending,yes,active,email
U1509,male,1999-11-19,South Daniel,mobile,Spanish,2025-03-30 03:48:33,guest,no,inactive,referral
U1510,female,1959-12-08,Cookfurt,mobile,German,2025-04-03 23:46:32,registered,no,inactive,email
U1511,female,1989-06-06,Ryanberg,desktop,French,2025-03-29 08:07:47,registered,no,suspended,referral
U1512,male,1981-04-18,South Leon,tablet,Spanish,2025-04-17 07:55:51,pending,yes,inactive,organic
U1513,female,1981-03-11,Jessicafort,tablet,Spanish,2025-05-21 19:47:31,guest,yes,active,referral
U1514,male,1975-12-21,Nicholasfurt,tablet,French,2025-04-10 21:05:44,guest,no,inactive,email
U1515,male,1967-03-23,New Wendy,tablet,German,2025-03-05 22:31:17,registered,no,inactive,social
U1516,male,2005-11-12,Lake Stevenborough,tablet,English,2025-04-25 03:20:53,pending,yes,active,organic
U1517,male,1979-04-20,Port Melaniechester,mobile,French,2025-05-06 22:55:17,pending,yes,active,email
U1518,male,1968-12-11,Johnberg,mobile,English,2025-04-22 03:55:09,guest,yes,active,email
U1519,female,1985-02-16,South Vickifort,mobile,English,2025-05-23 01:27:13,registered,no,active,organic
U1520,female,1986-10-01,Stephensstad,mobile,French,2025-05-14 06:09:47,registered,yes,active,organic
U1521,male,1999-11-19,North Kaylastad,desktop,English,2025-03-03 07:11:36,guest,yes,suspended,paid
U1522,male,2003-07-03,New Tonyafurt,mobile,French,2025-04-04 09:21:09,registered,yes,active,social
U1523,female,1988-10-07,North Coreybury,mobile,Spanish,2025-05-09 03:55:25,registered,yes,active,referral
U1524,female,1994-10-11,South Neil,mobile,English,2025-04-29 22:01:51,registered,yes,inactive,email
U1525,male,2005-09-19,West Whitney,desktop,English,2025-05-03 17:52:34,registered,no,inactive,referral
U1526,female,1966-08-03,Robertland,desktop,German,2025-02-21 12:55:20,guest,no,active,referral
U1527,male,1969-02-11,Larrymouth,desktop,Spanish,2025-03-11 04:04:17,pending,yes,inactive,paid
U1528,female,1994-12-08,Baileyville,tablet,French,2025-04-25 02:00:04,guest,yes,suspended,organic
U1529,male,2006-11-21,Floresport,mobile,German,2025-02-07 16:14:17,registered,no,suspended,paid
U1530,male,1967-04-22,Port Matthewville,mobile,German,2025-03-02 21:56:44,registered,no,suspended,referral
U1531,female,1976-01-27,New Ethan,mobile,English,2025-05-18 17:05:06,pending,yes,active,referral
U1532,male,1988-06-27,Hallfurt,mobile,French,2025-03-06 19:36:27,pending,no,inactive,organic
U1533,female,1972-02-27,Fosterborough,tablet,English,2025-04-27 07:10:17,registered,yes,active,organic
U1534,female,1999-10-10,Priceborough,tablet,English,2025-03-10 23:01:30,registered,yes,suspended,referral
U1535,female,1978-06-01,New Cristianside,desktop,Spanish,2025-03-07 07:17:45,guest,yes,active,organic
U1536,female,1984-05-13,Jamesville,mobile,English,2025-03-21 22:39:19,registered,no,active,referral
U1537,female,2005-02-11,Rosemouth,desktop,English,2025-05-25 22:05:08,registered,yes,active,organic
U1538,female,1985-12-02,Matthewsstad,mobile,French,2025-04-08 08:22:07,pending,no,active,referral
U1539,female,1990-08-19,Port Emily,mobile,Spanish,2025-03-28 18:11:36,guest,yes,active,social
U1540,male,2001-04-16,Lake Dennisville,desktop,German,2025-03-17 07:49:46,pending,no,inactive,organic
U1541,female,1980-04-03,East Nathanielberg,mobile,Spanish,2025-05-09 04:36:59,pending,no,inactive,social
U1542,female,1985-11-28,Carlsonshire,tablet,French,2025-04-14 12:13:04,registered,yes,active,organic
U1543,female,1988-04-05,South Cynthia,tablet,English,2025-03-04 15:19:57,guest,no,suspended,social
U1544,male,1997-03-27,South Keith,tablet,French,2025-03-07 07:56:33,pending,yes,suspended,paid
U1545,female,1980-11-17,Harveystad,tablet,English,2025-01-31 20:39:43,registered,yes,suspended,paid
U1546,female,1992-06-14,East Lisa,tablet,German,2025-05-19 01:09:43,pending,yes,active,paid
U1547,female,1993-11-13,Ortizfort,tablet,German,2025-04-20 16:58:41,guest,yes,suspended,paid
U1548,female,1989-09-04,Jacksonshire,desktop,Spanish,2025-02-04 23:49:16,registered,yes,suspended,paid
U1549,female,1974-06-25,Antoniobury,desktop,Spanish,2025-05-14 09:26:15,pending,yes,suspended,email
U1550,male,1979-02-12,Port Stephen,tablet,Spanish,2025-05-06 04:19:38,registered,yes,suspended,paid
U1551,female,1996-11-18,New Dannyside,desktop,English,2025-04-11 05:41:59,pending,yes,suspended,paid
U1552,female,1996-05-11,Port Jenniferside,tablet,German,2025-03-13 10:28:45,registered,yes,suspended,organic
U1553,female,1988-05-28,Lake Mariabury,desktop,French,2025-03-28 19:25:27,pending,no,active,referral
U1554,female,1961-09-01,Bakerland,tablet,Spanish,2025-04-25 06:12:50,registered,no,suspended,email
U1555,female,1967-06-18,East Lisa,tablet,Spanish,2025-05-24 03:55:26,guest,no,inactive,email
U1556,female,2006-05-15,Michellechester,mobile,German,2025-03-03 05:31:49,guest,no,suspended,referral
U1557,female,2001-05-27,Port Jamie,desktop,English,2025-03-11 04:25:22,pending,no,active,paid
U1558,female,1963-07-07,Amandaside,mobile,French,2025-03-03 16:41:43,registered,no,suspended,organic
U1559,male,1981-07-01,Keithview,mobile,German,2025-05-09 21:20:51,registered,yes,active,email
U1560,female,2005-09-13,East Sydneychester,mobile,English,2025-02-10 12:17:32,registered,yes,inactive,email
U1561,female,1978-05-06,Lake Michelle,desktop,French,2025-03-19 11:34:49,registered,yes,active,referral
U1562,male,1969-06-04,Mariafurt,mobile,English,2025-05-05 01:02:34,guest,yes,active,referral
U1563,female,1969-02-23,Courtneyfurt,tablet,Spanish,2025-04-27 18:26:02,pending,yes,inactive,social
U1564,male,1964-08-11,South Zacharyview,desktop,German,2025-04-11 15:59:46,registered,yes,suspended,paid
U1565,male,1990-06-01,Murphytown,desktop,German,2025-02-17 02:04:17,pending,no,inactive,social
U1566,male,1990-09-02,Melissaside,desktop,English,2025-04-17 05:29:25,registered,no,active,referral
U1567,male,1974-04-19,Summersfort,tablet,French,2025-03-23 03:28:20,pending,no,active,social
U1568,female,1981-06-11,Matthewshire,mobile,French,2025-02-24 08:36:47,guest,yes,inactive,organic
U1569,male,1997-12-31,Kramerton,tablet,English,2025-02-07 22:06:34,pending,yes,suspended,email
U1570,female,1966-04-01,Smithburgh,tablet,English,2025-04-25 16:32:29,guest,yes,inactive,referral
U1571,female,1990-07-16,South Jamesberg,desktop,English,2025-03-29 14:47:42,pending,no,active,organic
U1572,male,1970-04-17,Clarencestad,tablet,English,2025-03-19 14:53:55,guest,no,inactive,social
U1573,female,1965-01-30,Elizabethburgh,tablet,English,2025-02-09 01:20:46,registered,yes,inactive,paid
U1574,female,1986-06-12,Jessicabury,mobile,German,2025-04-23 08:21:40,guest,no,suspended,referral
U1575,female,2004-01-30,Lake Codyborough,desktop,French,2025-05-02 14:04:49,guest,yes,inactive,organic
U1576,female,1964-10-11,New Jeremy,tablet,French,2025-04-26 10:09:43,registered,yes,inactive,organic
U1577,female,1960-02-08,Lake Matthewville,mobile,German,2025-04-22 00:07:32,pending,yes,active,organic
U1578,female,2006-09-14,South Chad,tablet,French,2025-04-14 09:14:06,registered,yes,inactive,paid
U1579,male,1965-07-21,North Lawrenceport,tablet,French,2025-02-25 15:04:07,registered,yes,inactive,paid
U1580,female,1985-07-08,Lake Victoria,desktop,Spanish,2025-02-26 17:44:36,registered,yes,inactive,email
U1581,female,1964-02-17,New Debramouth,tablet,English,2025-04-08 04:39:12,pending,no,inactive,email
U1582,female,1973-12-21,South Christina,tablet,German,2025-04-25 21:39:29,registered,no,inactive,paid
U1583,male,1974-04-04,North Donaldville,desktop,German,2025-05-24 11:36:48,registered,yes,active,social
U1584,female,1985-08-10,Sylviamouth,mobile,English,2025-02-26 03:39:21,pending,yes,suspended,paid
U1585,female,1976-05-02,Deannabury,tablet,French,2025-05-17 11:00:54,pending,yes,suspended,organic
U1586,female,2000-05-15,Kimberlytown,tablet,French,2025-03-29 13:47:16,registered,no,suspended,social
U1587,female,1973-06-15,Lake Peter,tablet,English,2025-02-09 14:18:38,registered,yes,suspended,email
U1588,male,1975-10-05,Cruzbury,mobile,German,2025-05-07 00:13:24,pending,yes,inactive,social
U1589,male,2002-11-23,New Pamelatown,tablet,English,2025-04-10 02:50:22,pending,no,active,referral
U1590,male,1981-01-03,South Michelle,desktop,Spanish,2025-05-20 08:50:40,registered,yes,active,email
U1591,female,1988-02-11,Amyburgh,mobile,German,2025-05-01 11:05:14,registered,yes,suspended,paid
U1592,male,1964-06-10,New Carlosview,mobile,Spanish,2025-03-12 21:26:05,guest,yes,inactive,email
U1593,male,1962-03-08,Port Raymondport,mobile,English,2025-05-07 07:03:26,pending,yes,suspended,referral
U1594,female,1987-09-29,Milesland,tablet,English,2025-05-14 04:34:23,pending,no,active,paid
U1595,female,1996-01-23,West Christopher,desktop,French,2025-02-14 08:16:01,registered,no,inactive,social
U1596,female,1994-04-08,Port Eric,mobile,English,2025-04-03 10:46:00,registered,yes,suspended,paid
U1597,male,1986-01-23,West Hollybury,tablet,Spanish,2025-02-10 05:51:40,pending,yes,active,email
U1598,other,1976-02-10,South Darrenton,desktop,English,2025-03-31 01:23:46,pending,no,suspended,organic
U1599,female,2004-10-19,North Alexander,desktop,German,2025-02-25 15:27:11,pending,yes,active,organic
U1600,female,2007-03-18,East Tylerstad,mobile,French,2025-05-11 13:22:53,guest,yes,inactive,paid
U1601,female,1994-09-02,Garyberg,desktop,English,2025-03-23 04:31:59,registered,no,active,paid
U1602,male,1967-07-05,West Lindsayview,tablet,English,2025-05-11 17:20:15,guest,yes,inactive,email
U1603,female,1963-10-27,Jennifershire,mobile,Spanish,2025-02-13 23:10:20,registered,yes,suspended,email
U1604,male,1993-03-27,Dixonton,tablet,French,2025-05-07 00:21:04,guest,no,inactive,referral
U1605,female,1998-01-19,West Eric,mobile,Spanish,2025-02-18 23:34:17,registered,no,active,email
U1606,female,1998-07-12,East Joycetown,desktop,English,2025-02-07 13:13:53,guest,yes,active,organic
U1607,female,1960-04-23,North Thomas,tablet,French,2025-04-14 08:48:49,pending,yes,inactive,paid
U1608,female,1969-09-08,Port Austin,mobile,English,2025-04-21 10:24:09,guest,no,suspended,paid
U1609,female,1974-10-02,Johnmouth,mobile,Spanish,2025-03-23 16:09:13,registered,yes,suspended,social
U1610,female,1964-10-09,Davidton,desktop,Spanish,2025-03-05 19:48:18,registered,no,active,social
U1611,female,1974-08-30,South Caseymouth,mobile,English,2025-03-25 19:38:43,guest,no,inactive,organic
U1612,female,1980-08-13,Christophermouth,tablet,English,2025-01-31 13:08:20,pending,yes,suspended,organic
U1613,male,1984-07-30,West Anne,tablet,Spanish,2025-03-30 00:19:12,registered,yes,suspended,social
U1614,female,2001-11-06,South Micheal,mobile,Spanish,2025-05-05 19:13:38,pending,yes,active,email
U1615,female,1972-10-09,East Adam,desktop,German,2025-04-19 14:54:24,guest,yes,inactive,organic
U1616,male,1961-02-06,New Michael,desktop,Spanish,2025-01-31 20:42:54,registered,no,inactive,email
U1617,male,1982-04-09,Port Dianeport,tablet,German,2025-02-19 04:26:15,pending,yes,suspended,referral
U1618,other,1973-06-09,South Travis,mobile,German,2025-02-10 15:07:52,pending,yes,active,social
U1619,female,1969-02-28,Christopherbury,mobile,German,2025-05-10 22:15:12,registered,yes,inactive,paid
U1620,male,1987-08-01,Stephenland,mobile,English,2025-05-22 18:35:14,pending,yes,suspended,social
U1621,male,1965-12-23,Lake Lori,desktop,Spanish,2025-02-13 12:44:07,pending,yes,suspended,paid
U1622,male,1999-10-02,South Elaineberg,desktop,English,2025-03-16 23:26:10,guest,no,suspended,organic
U1623,female,1979-04-28,Melissafurt,tablet,German,2025-04-03 08:26:33,guest,no,suspended,social
U1624,female,1981-02-12,Nelsonland,tablet,German,2025-03-10 08:42:33,pending,yes,inactive,referral
U1625,female,1968-09-26,East Danielmouth,mobile,German,2025-04-30 11:58:27,registered,no,suspended,referral
U1626,male,1980-11-04,Martinezstad,mobile,English,2025-03-11 07:39:17,pending,no,inactive,social
U1627,male,1990-03-24,Stevenville,desktop,English,2025-02-16 13:23:30,pending,yes,suspended,organic
U1628,female,1970-03-14,Margaretton,mobile,English,2025-03-12 18:04:10,registered,no,inactive,organic
U1629,female,1981-10-12,North Jennifer,mobile,French,2025-04-09 01:52:53,pending,yes,inactive,organic
U1630,female,1986-06-09,Lake Kentburgh,mobile,German,2025-02-05 00:51:10,pending,yes,inactive,organic
U1631,female,1986-12-29,Hawkinsside,tablet,German,2025-03-19 12:23:51,pending,yes,suspended,social
U1632,other,1965-12-02,Garciaberg,desktop,English,2025-02-22 14:00:47,registered,yes,suspended,email
U1633,male,1960-04-15,Port Kimberlybury,tablet,French,2025-02-24 09:10:37,pending,no,inactive,organic
U1634,female,1972-12-15,Watsonland,mobile,French,2025-05-23 01:49:32,guest,no,active,paid
U1635,female,1999-05-12,Samanthaland,tablet,French,2025-02-03 05:35:46,registered,no,suspended,referral
U1636,female,1963-11-11,Lake Scott,desktop,Spanish,2025-02-24 00:12:43,pending,no,active,referral
U1637,male,1965-09-25,Davidmouth,mobile,French,2025-02-08 19:59:19,guest,yes,inactive,paid
U1638,male,1970-11-27,Underwoodfurt,mobile,French,2025-05-06 08:06:59,guest,yes,suspended,referral
U1639,female,1961-06-24,Vegaburgh,mobile,German,2025-04-08 17:29:42,guest,yes,active,email
U1640,female,1974-01-31,West Joshua,tablet,Spanish,2025-02-27 20:40:21,guest,no,active,referral
U1641,female,1961-10-31,Lake Kenneth,mobile,German,2025-04-20 00:01:22,pending,yes,suspended,paid
U1642,female,1996-12-12,Brownview,mobile,German,2025-04-14 08:58:50,guest,yes,active,referral
U1643,male,1968-10-24,Gonzalezhaven,mobile,Spanish,2025-03-19 09:06:45,guest,no,inactive,referral
U1644,female,2002-05-25,South Kimberlystad,tablet,Spanish,2025-05-03 03:29:29,guest,yes,inactive,organic
U1645,male,1996-07-12,Coopershire,mobile,French,2025-05-07 13:19:20,registered,yes,suspended,paid
U1646,male,1981-05-11,Nelsontown,tablet,English,2025-04-01 22:04:37,registered,yes,suspended,social
U1647,male,2000-02-09,North Paula,desktop,English,2025-03-25 13:14:28,registered,no,suspended,social
U1648,male,1963-06-18,Morenoshire,mobile,English,2025-03-16 04:45:00,pending,yes,inactive,organic
U1649,female,1970-05-03,East Dianeview,desktop,English,2025-05-13 15:10:25,pending,yes,suspended,paid
U1650,female,1963-04-12,New Meghan,desktop,German,2025-04-15 10:10:48,pending,yes,suspended,organic
U1651,male,1983-08-14,East Joel,desktop,French,2025-04-01 18:00:27,registered,yes,active,social
U1652,female,2006-12-12,Robintown,mobile,English,2025-04-08 06:57:27,pending,no,inactive,email
U1653,female,1998-02-07,New Stacy,mobile,German,2025-05-05 13:56:34,guest,yes,active,referral
U1654,female,1996-05-13,Gregoryton,desktop,Spanish,2025-02-16 12:37:47,guest,no,inactive,email
U1655,male,1963-04-19,New Jeffery,tablet,Spanish,2025-05-12 05:25:40,registered,yes,suspended,organic
U1656,female,1992-01-01,West Samanthaborough,desktop,German,2025-02-24 08:07:31,guest,yes,suspended,organic
U1657,female,1982-08-30,Port Megan,mobile,Spanish,2025-04-02 20:01:59,registered,yes,suspended,organic
U1658,male,1963-07-12,East Brendaberg,desktop,French,2025-02-20 12:55:38,pending,yes,active,social
U1659,male,1995-04-16,Susanstad,tablet,English,2025-04-16 19:36:32,guest,yes,active,organic
U1660,female,1999-05-09,West Kevinberg,desktop,German,2025-03-01 14:01:16,pending,yes,inactive,referral
U1661,male,1989-03-15,Banksburgh,tablet,German,2025-05-19 03:00:14,guest,yes,active,organic
U1662,female,2006-09-02,Jeffreyshire,mobile,French,2025-03-05 01:11:52,registered,yes,active,email
U1663,male,1985-03-22,Jessicaport,mobile,German,2025-02-23 17:29:11,registered,yes,active,social
U1664,female,1971-07-26,Lake Stacyfurt,mobile,French,2025-05-20 04:39:40,registered,no,suspended,paid
U1665,female,1961-09-04,New Lucas,mobile,Spanish,2025-05-28 17:14:33,registered,yes,suspended,email
U1666,female,1974-07-04,South Donaldland,desktop,English,2025-03-17 05:08:29,guest,yes,active,paid
U1667,female,1983-01-28,Garyland,tablet,Spanish,2025-04-05 04:42:21,guest,no,suspended,referral
U1668,male,1989-11-13,West Jasonland,desktop,Spanish,2025-04-08 01:21:38,guest,no,active,email
U1669,female,1976-12-09,Lake Aaronfurt,desktop,French,2025-04-25 02:15:13,guest,no,suspended,social
U1670,female,1988-01-12,South Trevor,desktop,Spanish,2025-04-13 12:55:42,pending,no,suspended,email
U1671,male,1983-05-17,Garciafort,tablet,German,2025-05-22 05:56:01,pending,no,inactive,organic
U1672,male,2003-10-09,East Shannon,tablet,German,2025-02-05 11:42:53,pending,no,inactive,email
U1673,male,1979-07-17,West Joseville,mobile,French,2025-02-13 09:47:56,pending,no,active,organic
U1674,male,1982-09-25,South Eugene,mobile,Spanish,2025-02-13 13:32:11,pending,yes,inactive,paid
U1675,other,1996-09-12,West Brookefort,tablet,German,2025-02-05 00:26:19,registered,yes,inactive,referral
U1676,male,1988-10-28,New Pamela,desktop,Spanish,2025-03-01 12:09:24,registered,yes,suspended,referral
U1677,male,1963-02-13,West Jamieborough,tablet,French,2025-04-19 11:22:56,guest,yes,inactive,organic
U1678,female,2006-12-01,Donnaport,desktop,German,2025-03-17 03:03:18,registered,yes,inactive,referral
U1679,female,1966-01-01,South Ashleyfort,tablet,French,2025-02-28 19:46:51,pending,yes,inactive,organic
U1680,female,1963-03-08,Adamland,tablet,Spanish,2025-03-28 04:41:59,pending,no,active,referral
U1681,female,2004-07-10,Gonzaleztown,mobile,French,2025-03-11 04:28:14,registered,no,suspended,paid
U1682,male,1971-02-06,Tiffanyfort,desktop,Spanish,2025-02-21 10:18:38,registered,no,active,paid
U1683,female,1980-06-16,Ruizview,mobile,French,2025-02-16 16:43:43,guest,yes,inactive,paid
U1684,male,2003-02-25,Lopezfurt,desktop,French,2025-04-11 17:32:11,pending,yes,active,email
U1685,male,1972-03-03,Williamsmouth,desktop,Spanish,2025-04-30 07:19:37,guest,yes,active,social
U1686,male,1977-05-25,Port Joseph,desktop,German,2025-02-10 23:15:37,guest,no,active,email
U1687,female,1969-10-04,North Elizabethside,mobile,German,2025-04-20 09:19:03,registered,no,suspended,social
U1688,male,1999-08-09,New Bruce,desktop,English,2025-04-15 04:02:42,pending,no,inactive,organic
U1689,female,1995-01-13,Sheppardfort,desktop,English,2025-05-21 05:02:31,registered,no,inactive,paid
U1690,male,1975-07-05,Evansfurt,mobile,English,2025-02-05 17:50:47,registered,yes,inactive,referral
U1691,male,1993-08-22,North Stacy,mobile,German,2025-04-27 04:40:36,guest,yes,inactive,referral
U1692,male,1971-03-28,East Lindsey,tablet,Spanish,2025-02-23 12:04:09,registered,yes,inactive,social
U1693,male,1962-05-18,Millerchester,mobile,German,2025-03-10 05:00:43,registered,no,inactive,organic
U1694,male,2002-02-26,Port Brooke,desktop,Spanish,2025-04-02 02:08:26,guest,yes,active,paid
U1695,female,1964-01-13,South Angelaside,tablet,Spanish,2025-04-03 07:51:39,pending,yes,suspended,referral
U1696,male,1978-04-09,Starktown,tablet,Spanish,2025-05-30 23:39:37,pending,yes,suspended,email
U1697,female,1999-06-17,Rodriguezberg,tablet,German,2025-02-27 18:39:39,registered,yes,inactive,organic
U1698,female,1998-01-11,North Annaville,desktop,German,2025-03-26 13:17:21,registered,no,suspended,paid
U1699,male,1995-12-04,Natalieview,mobile,English,2025-04-14 09:06:43,guest,no,suspended,referral
U1700,male,2004-01-12,Armstrongfort,tablet,Spanish,2025-02-06 06:36:09,guest,no,active,social
U1701,male,1971-03-12,Richardfurt,mobile,English,2025-02-06 12:44:22,guest,yes,inactive,organic
U1702,female,1986-05-29,Hannahton,desktop,German,2025-05-02 06:40:38,registered,yes,active,referral
U1703,female,1977-10-01,Andrewport,mobile,Spanish,2025-03-31 09:07:43,pending,yes,suspended,email
U1704,female,1978-07-21,Garrisonville,desktop,French,2025-03-15 06:21:30,guest,no,active,organic
U1705,female,1968-08-14,Terrimouth,tablet,French,2025-04-02 07:21:17,guest,yes,suspended,paid
U1706,female,1977-10-22,Jacobsland,tablet,English,2025-03-07 11:50:37,registered,yes,inactive,referral
U1707,male,1989-07-13,Port Richard,desktop,French,2025-05-04 01:44:55,guest,yes,suspended,paid
U1708,female,1994-08-15,Lorihaven,mobile,German,2025-03-01 20:51:55,registered,no,active,paid
U1709,female,1963-12-09,Jennafurt,desktop,Spanish,2025-02-25 08:10:26,pending,no,active,organic
U1710,female,1995-02-25,East Jamesborough,desktop,English,2025-02-10 04:33:49,registered,no,active,paid
U1711,female,1976-06-14,South Brentstad,desktop,English,2025-03-09 15:55:07,guest,no,active,organic
U1712,male,1978-02-12,Madisonhaven,desktop,English,2025-04-17 01:53:06,pending,no,inactive,organic
U1713,female,2002-09-18,Lake Anthonystad,tablet,Spanish,2025-05-04 21:54:40,registered,yes,suspended,paid
U1714,female,1999-11-25,Thompsonfort,tablet,Spanish,2025-05-23 23:03:36,guest,yes,inactive,referral
U1715,female,1996-12-28,Maxview,tablet,German,2025-02-16 13:15:24,registered,no,suspended,paid
U1716,female,1978-11-15,South Brandonshire,tablet,Spanish,2025-03-12 14:47:49,registered,yes,inactive,organic
U1717,female,1974-07-15,Lake Jamie,desktop,Spanish,2025-04-19 12:26:30,guest,yes,active,social
U1718,female,1994-05-27,Port Kimberlytown,mobile,French,2025-05-02 01:27:11,registered,no,active,organic
U1719,female,1968-06-23,New Lauren,mobile,English,2025-03-14 10:50:38,registered,no,active,social
U1720,male,1976-08-25,Jenniferview,tablet,English,2025-04-22 07:04:58,registered,yes,active,paid
U1721,male,1985-02-03,Stephenborough,desktop,English,2025-04-30 14:58:13,guest,no,suspended,social
U1722,female,1980-01-13,Silvatown,tablet,Spanish,2025-05-09 07:49:36,registered,no,inactive,organic
U1723,female,2004-07-18,Annaport,desktop,French,2025-03-28 22:59:55,registered,yes,inactive,referral
U1724,female,2006-01-18,South Calebview,tablet,French,2025-04-03 03:14:54,registered,no,active,referral
U1725,male,1978-04-26,Dianaport,mobile,French,2025-03-07 13:49:17,registered,no,inactive,referral
U1726,male,1969-09-04,North Linda,tablet,English,2025-05-26 12:21:28,guest,no,inactive,organic
U1727,female,1986-12-21,Erintown,tablet,English,2025-05-06 13:55:31,guest,yes,active,referral
U1728,male,1979-08-04,Rebeccafurt,tablet,Spanish,2025-04-15 09:29:32,pending,yes,active,email
U1729,female,1961-11-16,West Jessica,desktop,French,2025-03-14 04:17:15,guest,no,suspended,social
U1730,female,2006-03-06,Knoxstad,desktop,Spanish,2025-05-08 12:15:30,registered,yes,active,organic
U1731,female,1979-11-26,Port Diane,tablet,German,2025-05-18 09:37:28,registered,yes,suspended,referral
U1732,male,1971-10-20,Connorberg,tablet,German,2025-03-21 05:24:17,pending,yes,suspended,social
U1733,female,1997-07-07,Lake Rachel,tablet,English,2025-02-16 08:10:02,registered,no,active,paid
U1734,male,1974-08-07,Jeffreyport,mobile,German,2025-04-21 15:32:39,guest,yes,suspended,paid
U1735,male,1982-01-07,Jorgeport,desktop,English,2025-04-30 01:16:52,pending,yes,active,organic
U1736,male,1967-06-28,Brownshire,desktop,French,2025-05-22 16:27:18,guest,no,active,organic
U1737,male,2001-09-16,South Pamelahaven,tablet,German,2025-02-22 06:22:57,registered,yes,active,email
U1738,female,2005-10-17,Morenochester,desktop,Spanish,2025-02-09 11:56:49,guest,no,inactive,social
U1739,female,1969-09-25,East Matthew,desktop,English,2025-05-20 13:36:46,registered,no,suspended,social
U1740,male,1990-08-11,West Michelle,desktop,Spanish,2025-03-06 00:31:24,guest,yes,inactive,organic
U1741,female,1964-12-21,Cookburgh,mobile,French,2025-03-31 20:36:55,pending,no,active,paid
U1742,female,2002-08-26,North Shannonborough,mobile,Spanish,2025-03-03 17:45:35,pending,yes,active,referral
U1743,male,1998-09-09,South Kristen,desktop,German,2025-02-16 02:18:08,pending,no,suspended,organic
U1744,female,1968-04-12,Schultzfurt,tablet,English,2025-04-23 07:24:12,pending,no,suspended,referral
U1745,male,1991-12-17,Smithside,desktop,English,2025-03-09 17:20:15,registered,no,inactive,referral
U1746,male,1984-11-11,West Katherinehaven,mobile,French,2025-03-08 00:09:06,pending,yes,suspended,organic
U1747,female,1960-09-10,Lake Jessicabury,desktop,French,2025-04-06 20:47:10,registered,yes,inactive,email
U1748,male,1980-09-17,North Patrick,mobile,German,2025-05-24 07:24:15,pending,yes,inactive,organic
